birds, neural network result (jump), currentFitness
0,-10.83798,9.639823
0,-1.646014,9.639823
0,-12.85468,9.639823
0,-2.885071,9.639823
0,13.29207,9.639823
0,27.49158,9.639823
0,-9.635353,9.639823
0,9.172138,9.639823
0,-13.41744,9.639823
0,2.319372,9.639823
0,-11.14283,9.639823
0,26.36391,9.639823
0,-20.53552,9.639823
0,-16.66216,9.639823
0,7.730075,9.639823
0,17.33661,9.639823
0,1.697987,9.639823
0,20.54624,9.639823
0,-3.855855,9.639823
0,11.20363,9.639823
0,7.143448,9.639823
0,8.407071,9.639823
0,13.51201,9.639823
0,19.7473,9.639823
0,2.015709,9.639823
0,-9.34899,9.639823
0,21.26457,9.639823
0,-15.38912,9.639823
0,-2.897096,9.639823
0,18.95998,9.639823
0,-3.546757,9.639823
0,-13.37484,9.639823
0,3.21664,9.639823
0,22.93331,9.639823
0,-3.931814,9.639823
0,-10.24728,9.639823
0,-6.456542,9.639823
0,-16.90996,9.639823
0,-15.19116,9.639823
0,-7.133486,9.639823
0,0.005195,9.639823
0,5.604659,9.639823
0,-7.754524,9.639823
0,-20.00903,9.639823
0,-17.2299,9.639823
0,10.09406,9.639823
0,-19.10439,9.639823
0,21.3278,9.639823
0,-12.02093,9.639823
0,13.25243,9.639823
0,-12.58248,9.639823
0,16.23076,9.639823
0,-11.20572,9.639823
0,3.82494,9.639823
0,-18.4656,9.639823
0,-4.294216,9.639823
0,-11.76366,9.639823
0,-1.659523,9.639823
0,16.13825,9.639823
0,14.05095,9.639823
0,15.9422,9.639823
0,5.923902,9.639823
0,10.96227,9.639823
0,-7.115541,9.639823
0,23.66995,9.639823
0,22.05923,9.639823
0,28.30295,9.639823
0,2.92759,9.639823
0,-12.76795,9.639823
0,16.59147,9.639823
0,17.15443,9.639823
0,13.14509,9.639823
0,24.32196,9.639823
0,5.425368,9.639823
0,-0.055573,9.639823
0,30.13962,9.639823
0,-2.286872,9.639823
0,14.25952,9.639823
0,-2.079978,9.639823
0,-0.441632,9.639823
0,9.633499,9.639823
0,-9.825095,9.639823
0,-10.0628,9.639823
0,15.12544,9.639823
0,-11.71692,9.639823
0,-11.91771,9.639823
0,-8.224242,9.639823
0,-14.64822,9.639823
0,-6.498754,9.639823
0,-3.158056,9.639823
0,-15.8089,9.639823
0,4.930636,9.639823
0,5.681599,9.639823
0,0.103738,9.639823
0,-2.755805,9.639823
0,-0.80385,9.639823
0,-6.798386,9.639823
0,-10.47047,9.639823
0,-20.9097,9.639823
0,-7.579871,9.639823
0,-16.22329,9.639823
0,-0.556584,9.639823
0,14.1012,9.639823
0,6.932753,9.639823
0,-6.904465,9.639823
0,5.384793,9.639823
0,-24.59093,9.639823
0,-1.34803,9.639823
0,0.172618,9.639823
0,12.78444,9.639823
0,15.01403,9.639823
0,-5.623584,9.639823
0,-6.114482,9.639823
0,-1.769083,9.639823
0,11.93929,9.639823
0,6.343303,9.639823
0,-17.14191,9.639823
0,-0.564286,9.639823
0,13.74228,9.639823
0,8.147416,9.639823
0,-10.14538,9.639823
0,-11.91127,9.639823
0,-3.762112,9.639823
0,11.51838,9.639823
0,-10.32566,9.639823
0,-5.017221,9.639823
0,18.93358,9.639823
0,11.50113,9.639823
0,-16.41175,9.639823
0,-1.829954,9.639823
0,9.993185,9.639823
0,7.018028,9.639823
0,-13.49472,9.639823
0,9.572615,9.639823
0,-11.26317,9.639823
0,7.748937,9.639823
0,5.444323,9.639823
0,-12.40182,9.639823
0,-4.383139,9.639823
0,-3.228789,9.639823
0,-0.562699,9.639823
0,-21.10434,9.639823
0,-1.665962,9.639823
0,-9.946695,9.639823
0,12.91937,9.639823
0,20.27131,9.639823
0,-3.439761,9.639823
0,-0.67078,9.639823
0,-5.369297,9.639823
0,14.33017,9.639823
0,5.403638,9.639823
0,-7.582128,9.639823
0,-3.349926,9.639823
0,7.292185,9.639823
0,19.89989,9.639823
0,-3.433198,9.639823
0,-6.225568,9.639823
0,-7.026531,9.639823
0,-11.8631,9.639823
0,6.663024,9.639823
0,-3.940365,9.639823
0,10.73547,9.639823
0,9.051895,9.639823
0,-10.45388,9.639823
0,9.943771,9.639823
0,3.454468,9.639823
0,-1.677061,9.639823
0,-16.23493,9.639823
0,-19.18861,9.639823
0,0.492888,9.639823
0,15.0947,9.639823
0,-10.46598,9.639823
0,0.066981,9.639823
0,12.64964,9.639823
0,-4.640262,9.639823
0,16.99059,9.639823
0,-12.14212,9.639823
0,19.25604,9.639823
0,-13.5872,9.639823
0,6.783224,9.639823
0,19.35849,9.639823
0,9.224914,9.639823
0,5.772077,9.639823
0,-4.0981,9.639823
0,-0.319815,9.639823
0,-1.827057,9.639823
0,11.19452,9.639823
0,-4.977277,9.639823
0,-18.71117,9.639823
0,-3.025466,9.639823
0,-9.204123,9.639823
0,-14.96144,9.639823
0,20.45129,9.639823
0,-19.50457,9.639823
0,-5.199455,9.639823
0,-3.248218,9.639823
0,-10.60178,9.639823
0,-10.39831,9.639823
0,5.920832,9.639823
0,10.45714,9.639823
0,-10.91083,9.639823
0,-1.565079,9.639823
0,-12.94518,9.639823
