birds, neural network result (jump), currentFitness
200,5.785588,2.053815
200,1.67725,2.056104
200,-0.381012,2.059461
200,12.01772,2.063681
200,-16.95531,2.066106
200,5.09372,2.068744
200,-10.72208,2.071223
200,3.025943,2.07363
200,-4.16813,2.076388
200,-7.538523,2.078623
200,-1.989577,2.08197
200,10.9051,2.084634
200,-0.206321,2.087646
200,-12.63075,2.089939
200,21.36867,2.092533
200,16.08807,2.095014
200,-5.540517,2.099714
200,-1.597007,2.102406
200,22.09782,2.104688
200,-14.15983,2.106932
200,-11.49192,2.109614
200,-2.310338,2.111999
200,3.599658,2.114831
200,0.153149,2.11787
200,0.543574,2.121335
200,12.353,2.12393
200,-12.57957,2.126493
200,20.29957,2.128889
200,-6.873805,2.131589
200,-4.986141,2.134325
200,-1.775904,2.136688
200,2.244603,2.139103
200,16.82837,2.143662
200,9.549302,2.146195
200,-18.2613,2.156911
200,-21.65879,2.159992
200,-15.89728,2.162656
200,8.929764,2.165387
200,1.94769,2.169825
200,30.55064,2.172103
200,-3.662675,2.174506
200,-12.51004,2.17729
200,-7.108772,2.179473
200,-12.16906,2.182734
200,-8.250344,2.185796
200,-12.20406,2.188426
200,11.1745,2.190653
200,-13.49765,2.193627
191,7.37241,2.196072
191,-13.73664,2.200711
191,-5.649148,2.204261
191,-16.56761,2.20827
191,-13.22377,2.212099
149,15.66802,2.214957
149,3.822689,2.217883
149,0.459378,2.222089
149,6.003941,2.226736
149,9.370268,2.230386
149,9.629072,2.232719
148,15.43544,2.235537
148,-3.549882,2.237942
148,14.55925,2.24183
148,22.8475,2.245739
148,14.63525,2.249416
148,1.370691,2.2523
148,-1.318884,2.254513
145,13.88546,2.256658
145,0.224971,2.259426
145,4.325786,2.262401
145,1.00496,2.266158
145,12.05768,2.269882
145,2.643378,2.271981
145,-10.5802,2.274133
142,19.44493,2.2772
142,-0.110337,2.27948
142,-14.74218,2.283185
142,-16.88769,2.287127
142,16.12876,2.29054
142,-0.671918,2.293081
130,-9.416899,2.29533
130,-4.700833,2.297609
130,13.68633,2.301793
130,1.739132,2.305686
130,28.39176,2.31193
130,11.00999,2.315043
130,-8.411832,2.319263
130,-14.61507,2.325743
130,-17.04419,2.327988
130,3.138735,2.33015
130,0.975256,2.332438
130,2.184789,2.335571
130,0.776393,2.337847
130,12.37101,2.340243
130,13.72307,2.343164
130,10.45869,2.345326
130,-10.6933,2.348248
130,-11.48412,2.350656
130,-6.473826,2.352895
130,22.16591,2.355124
130,-7.271696,2.357352
130,-23.76038,2.360435
130,-16.18629,2.363435
130,5.121965,2.365904
130,8.56657,2.368911
130,-13.7579,2.37109
130,-12.62651,2.373077
129,9.382446,2.376629
129,16.86473,2.379025
129,-10.08475,2.38213
129,-16.4946,2.386311
129,12.30812,2.389823
129,13.61123,2.392705
129,-17.73565,2.394807
127,10.53949,2.396986
127,-7.368459,2.399211
127,16.54146,2.403419
127,-10.66901,2.40694
127,-6.144887,2.410954
127,14.16455,2.41319
127,-9.873249,2.415891
127,11.55242,2.420737
127,26.31026,2.423235
127,1.30709,2.426327
127,-13.28492,2.428488
127,30.25855,2.430887
127,19.03551,2.433336
127,-1.54774,2.435729
127,-1.14165,2.437865
127,-1.725639,2.440257
127,-11.2246,2.442993
127,16.47382,2.445212
127,-0.887671,2.447315
127,-10.93118,2.449562
127,-3.846008,2.452
127,-2.855779,2.454267
127,-9.980474,2.456367
127,12.78415,2.459024
127,-0.254877,2.463124
127,1.267263,2.465875
127,23.12816,2.469897
127,7.662824,2.47512
125,-13.88933,2.47743
125,17.9071,2.480113
125,21.85125,2.482894
125,9.816803,2.486495
125,-6.234242,2.489733
125,-25.64982,2.492589
125,14.95105,2.494628
124,-17.18398,2.496584
124,15.84537,2.498901
124,-19.17623,2.501828
124,7.407264,2.505264
124,15.30421,2.508542
124,-2.284624,2.510635
124,12.9571,2.51283
123,22.7183,2.515128
123,-9.872397,2.517783
123,7.883727,2.521259
123,4.11836,2.527208
123,-14.35045,2.530493
123,6.414656,2.532581
123,-5.467507,2.535044
123,7.712796,2.537229
123,13.18941,2.539228
123,-3.122239,2.541376
123,16.90671,2.543445
123,-22.33808,2.545408
123,-0.603829,2.547332
123,21.08644,2.549272
123,29.58328,2.551604
123,10.06106,2.553619
123,-0.408166,2.555612
123,0.105058,2.55777
123,-4.658236,2.560227
123,-7.99979,2.562338
123,-7.725229,2.564827
123,-16.87991,2.567683
123,12.59029,2.569788
123,-19.02813,2.57192
123,15.21935,2.573987
122,14.30061,2.576201
122,-4.954102,2.578185
122,18.16561,2.581732
122,10.37199,2.585866
122,10.63977,2.589127
122,-2.73027,2.591202
122,9.385976,2.593529
122,12.05002,2.595647
122,13.04421,2.59816
122,-14.70352,2.601507
122,-8.034993,2.603724
122,14.67487,2.605711
122,4.065307,2.607709
122,1.673137,2.610014
122,-1.48337,2.612042
122,-11.78177,2.613977
120,-10.71883,2.616095
120,19.71033,2.619814
120,-5.349766,2.62406
120,-22.73927,2.630103
120,8.083469,2.632225
120,5.525868,2.634655
120,-0.392029,2.636693
120,16.52305,2.638621
120,-16.91591,2.641766
120,5.622466,2.643878
120,-10.48122,2.645857
120,2.83823,2.64784
120,-4.158316,2.649876
120,-7.494703,2.652283
120,-1.904697,2.654404
120,7.64627,2.656389
120,-0.087928,2.659518
120,-12.4166,2.661745
120,20.53597,2.66375
120,13.8715,2.665904
120,-5.389813,2.668303
120,-1.477979,2.670467
120,20.87132,2.672565
120,-14.03833,2.67468
119,-11.56009,2.676793
119,-2.323449,2.678875
119,4.389009,2.681807
119,0.323113,2.685771
119,-1.382534,2.689084
119,15.25314,2.691182
119,-12.50766,2.693383
119,21.25185,2.695472
119,-6.673562,2.697603
119,-4.783802,2.701056
119,-1.793322,2.703232
119,2.615164,2.705314
119,14.28007,2.707243
119,8.200293,2.709321
119,-18.34669,2.711323
119,-21.59338,2.713471
118,-15.5997,2.715884
118,10.46506,2.71838
118,3.593393,2.721237
118,29.05216,2.725265
118,-3.56569,2.730791
118,-12.28893,2.732939
118,-7.314549,2.73526
118,-12.29347,2.737338
118,-8.302132,2.739289
118,-12.35232,2.749994
118,11.85242,2.753415
118,-13.56408,2.755486
118,9.332525,2.757788
118,-13.86343,2.761224
118,-5.522708,2.763467
118,-16.68816,2.765557
118,-13.17539,2.76819
118,12.27293,2.771726
118,3.939404,2.775269
118,0.316012,2.779129
118,7.47322,2.781879
118,12.39285,2.784475
118,7.839369,2.787199
118,12.10536,2.789304
118,-3.501518,2.79134
118,12.60576,2.793623
118,22.97267,2.795757
118,12.73115,2.798413
118,4.801392,2.801011
118,-1.400437,2.80331
118,13.40806,2.805461
118,0.258485,2.807632
118,2.751034,2.810465
118,0.975716,2.812591
118,12.31253,2.814962
118,4.074156,2.817733
118,-10.71614,2.821048
118,16.05805,2.823213
118,0.104259,2.826294
118,-14.54751,2.828564
118,-16.83343,2.830849
118,13.27798,2.833227
118,-0.460703,2.837579
118,-9.244328,2.840054
118,-4.646496,2.842772
118,12.95279,2.844774
118,5.173807,2.846729
118,24.91569,2.849198
118,8.581182,2.851698
118,-8.412227,2.854027
117,-14.61276,2.856174
117,-17.0318,2.859417
117,4.390102,2.862225
117,2.937447,2.86641
117,3.6204,2.870137
117,-1.536698,2.872127
117,9.738517,2.874064
115,12.0257,2.876499
115,9.242919,2.878557
115,-10.77687,2.882129
115,-11.64668,2.886093
115,-6.456987,2.88937
115,23.1036,2.891503
115,-7.161652,2.894103
115,-23.63269,2.89617
115,-15.99399,2.898604
115,6.92782,2.901503
115,7.885656,2.903857
115,-13.64423,2.905903
115,-12.62548,2.908087
115,12.00655,2.910346
115,16.18158,2.91261
115,-10.10109,2.914974
115,-16.46242,2.917708
115,8.636078,2.920338
115,14.94411,2.923837
115,-17.5229,2.927454
115,9.285457,2.931279
115,-7.452935,2.933489
115,16.64282,2.935857
115,-10.45549,2.940226
115,-6.188795,2.943858
115,12.64516,2.94595
115,-9.645439,2.948316
115,8.788796,2.951197
115,22.77758,2.953331
115,3.08041,2.955471
115,-13.08777,2.957504
115,27.0584,2.960319
115,19.6164,2.962552
115,-1.469281,2.964866
115,-0.922474,2.967608
115,-1.59001,2.969794
115,-11.17395,2.971924
115,17.63746,2.973954
114,-0.826058,2.97677
114,-10.74987,2.978885
114,-3.703764,2.981608
114,-2.967201,2.985774
114,-9.867667,2.989035
114,10.67305,2.991127
114,-0.141212,2.993357
36,4.137133,2.995513
36,21.24635,2.997504
36,9.578561,3.001307
36,-13.86244,3.004596
36,14.29014,3.007669
36,19.25771,3.010086
36,6.368021,3.012103
36,-6.009668,3.014053
36,-25.67205,3.015882
36,11.65261,3.018254
36,-17.22588,3.020321
36,12.15256,3.022542
36,-18.97879,3.025803
36,7.581033,3.027803
36,14.84116,3.02986
36,-2.238462,3.032105
36,15.43418,3.034512
35,19.25065,3.036503
35,-9.97875,3.038568
35,8.769317,3.041178
35,6.215729,3.045382
35,-14.31778,3.051072
35,4.078034,3.052929
35,-5.584258,3.054796
35,7.724051,3.056615
35,11.90719,3.059262
35,-3.015746,3.061382
35,13.97527,3.063255
35,-22.45234,3.065367
35,-0.368778,3.06782
35,20.09056,3.069729
35,27.59665,3.0718
35,11.02987,3.074884
35,-0.552541,3.07813
35,0.184092,3.081902
35,-4.573226,3.084432
35,-7.994161,3.086442
35,-7.780056,3.088281
35,-16.97373,3.090194
35,13.14075,3.092683
35,-18.88899,3.094659
35,13.49106,3.096978
35,12.32573,3.099147
35,-5.004386,3.101605
35,16.50351,3.103514
35,9.044256,3.105328
35,8.048003,3.107171
35,-2.510858,3.109324
35,6.374237,3.111134
35,13.30769,3.112869
35,14.09541,3.114932
35,-14.77099,3.116898
35,-7.895339,3.119132
35,18.09702,3.121119
35,4.577109,3.122851
35,4.050884,3.124547
35,-1.582861,3.126466
35,-11.8439,3.128374
35,-10.73742,3.13054
35,19.53147,3.132589
35,-5.539332,3.134787
35,-22.7841,3.136864
35,6.937345,3.13879
35,3.753774,3.140818
35,-0.389665,3.142928
35,14.27197,3.144875
35,-16.83853,3.146834
35,5.484347,3.149131
35,-10.31168,3.151316
35,3.009308,3.153319
35,-4.151813,3.157254
35,-7.447892,3.159884
35,-1.819288,3.161926
35,7.623835,3.16383
35,0.028922,3.165704
35,-12.20073,3.167808
35,20.51603,3.169633
35,13.84685,3.17191
35,-5.239789,3.173779
35,-1.360092,3.176172
35,20.88863,3.177979
35,-13.91747,3.179997
35,-11.62655,3.182111
35,-2.337913,3.184579
35,4.388812,3.186477
35,0.494641,3.188432
35,-1.187962,3.190394
35,15.24652,3.192528
35,-12.43092,3.194381
34,21.16577,3.196097
34,-6.469742,3.198157
34,-4.581411,3.201148
34,-1.809698,3.204609
34,2.553372,3.207617
34,14.30244,3.209607
34,8.138788,3.211412
34,-18.43126,3.213488
34,-21.52233,3.215677
34,-15.29685,3.218348
34,10.48322,3.220377
34,3.550381,3.222402
34,29.04693,3.225441
34,-3.467709,3.228722
34,-12.06511,3.232703
34,-7.523047,3.234795
34,-12.41472,3.236616
34,-8.353905,3.238566
34,-12.50087,3.240617
34,11.82807,3.242774
34,-13.62891,3.24468
34,9.336349,3.246817
34,-13.99065,3.24918
34,-5.395973,3.251405
34,-16.80483,3.253329
34,-13.1285,3.255191
34,12.31778,3.257097
34,4.039448,3.259394
34,0.175075,3.261515
34,7.402932,3.26359
34,12.42275,3.267926
34,7.816091,3.269845
34,12.14371,3.271703
34,-3.451252,3.273418
34,12.621,3.275756
34,22.93369,3.277697
34,12.76115,3.279756
34,4.682825,3.281963
34,-1.480566,3.284376
34,13.35361,3.286175
34,0.292097,3.287891
34,2.758793,3.290138
34,0.866314,3.292522
34,12.20965,3.294472
34,4.027225,3.296211
34,-10.84997,3.298271
34,15.97341,3.300947
34,0.31692,3.30287
34,-14.34936,3.30484
34,-16.77609,3.306829
34,13.19352,3.309151
34,-0.251691,3.31105
34,-9.067478,3.313103
34,-4.588257,3.314837
34,12.96096,3.316671
34,5.20431,3.318651
34,24.94205,3.320688
34,8.498561,3.322523
34,-8.408107,3.324948
34,-14.60677,3.326772
34,-17.01357,3.328519
34,4.336478,3.330239
34,2.923082,3.332333
34,3.614655,3.334476
34,-1.302905,3.336437
34,9.774672,3.338851
34,11.96626,3.340842
34,9.286099,3.343441
34,-10.85683,3.345406
34,-11.80977,3.347278
34,-6.438088,3.349218
34,23.0704,3.351435
34,-7.051416,3.362141
34,-23.50186,3.36519
34,-15.797,3.369947
34,6.805716,3.371826
34,7.904236,3.373574
34,-13.52725,3.375859
34,-12.6237,3.377697
34,11.89701,3.379657
34,16.22075,3.383657
34,-10.11353,3.386012
34,-16.42549,3.387834
34,8.565603,3.390358
34,14.8772,3.39279
34,-17.30458,3.394609
34,9.187443,3.396762
34,-7.53773,3.398879
34,16.62977,3.401416
34,-10.24149,3.403466
34,-6.232114,3.405339
34,12.60697,3.407731
34,-9.414909,3.410514
34,8.724427,3.412489
34,22.77497,3.414974
34,2.987229,3.416942
34,-12.89072,3.418961
34,27.04796,3.42098
34,19.55944,3.422794
34,-1.388784,3.424541
34,-0.701618,3.426587
34,-1.451753,3.428539
34,-11.12039,3.430766
34,17.6374,3.433008
34,-0.766062,3.436021
34,-10.5655,3.437921
34,-3.562101,3.440269
34,-3.078817,3.442606
34,-9.75282,3.444641
34,10.62126,3.44655
34,-0.029778,3.448967
34,4.0765,3.451367
34,21.18646,3.453314
34,9.595342,3.455133
34,-13.8309,3.456954
34,14.29501,3.45998
34,19.15723,3.462891
34,6.371611,3.465441
34,-5.781998,3.468162
34,-25.68809,3.470114
34,11.59352,3.471952
34,-17.26675,3.473648
34,12.11564,3.475946
34,-18.77501,3.479962
34,7.525916,3.482277
34,14.76171,3.484426
34,-2.194777,3.486469
34,15.34194,3.488317
34,19.28032,3.490141
34,-10.08152,3.492375
34,8.837492,3.494198
34,6.211599,3.49661
34,-14.28325,3.4988
34,4.079092,3.501092
34,-5.703465,3.503152
34,7.674122,3.505449
34,11.85001,3.507499
34,-2.907118,3.50985
34,13.86098,3.51232
34,-22.56423,3.514795
34,-0.129596,3.516848
34,20.08666,3.519471
34,27.59888,3.521643
34,11.05522,3.523968
34,-0.6957,3.527792
34,0.26042,3.531052
34,-4.489502,3.535495
34,-7.984915,3.537334
34,-7.83526,3.539642
34,-17.06295,3.542382
34,13.01906,3.544812
34,-18.7479,3.546815
34,13.44223,3.549299
34,12.25375,3.55178
34,-5.057457,3.553793
34,16.44334,3.556449
34,9.072356,3.559021
34,8.072045,3.561073
34,-2.293759,3.563049
34,6.27314,3.56532
34,13.2493,3.568023
34,14.13068,3.570319
34,-14.83522,3.572352
34,-7.754578,3.574293
34,18.02026,3.576746
34,4.619203,3.580771
34,4.013553,3.582867
34,-1.680852,3.585137
34,-11.90238,3.58717
34,-10.75499,3.589073
34,19.43918,3.591029
34,-5.732181,3.59333
34,-22.82252,3.595186
34,6.93059,3.597166
34,3.810948,3.599118
34,-0.388701,3.601577
34,14.22696,3.603697
34,-16.75549,3.605599
34,5.536872,3.607512
34,-10.13686,3.609929
34,3.034963,3.611866
34,-4.142771,3.613773
34,-7.409915,3.61572
34,-1.731977,3.618307
34,7.607314,3.620451
34,0.135845,3.62236
34,-12.00601,3.624291
34,20.5168,3.626841
34,13.82816,3.628987
34,-5.096951,3.631426
34,-1.238523,3.633277
34,20.91951,3.635648
34,-13.8191,3.637961
34,-11.71497,3.639904
34,-2.364002,3.642495
34,4.390081,3.644477
34,0.663859,3.646418
34,-0.994344,3.648615
34,15.25651,3.651083
34,-12.37247,3.653097
34,21.09928,3.655014
34,-6.276388,3.656859
34,-4.398196,3.659105
34,-1.812385,3.66124
34,2.50258,3.663255
34,14.33508,3.665437
34,8.090304,3.667714
34,-18.53963,3.669737
34,-21.46379,3.671714
34,-15.00896,3.673539
34,10.50351,3.675694
34,3.514172,3.677593
34,29.05905,3.679471
34,-3.373336,3.681696
34,-11.85452,3.686299
34,-7.741036,3.690228
34,-12.55237,3.69292
34,-8.419359,3.694805
34,-12.66084,3.696626
34,11.81636,3.698767
34,-13.70829,3.701271
34,9.353076,3.70325
34,-14.1355,3.705371
34,-5.284868,3.707217
34,-16.93107,3.70949
34,-13.10147,3.711791
34,12.37108,3.713729
34,4.132462,3.715912
34,0.048023,3.718125
34,7.344514,3.720128
34,12.46305,3.722064
34,7.797385,3.724089
34,12.18381,3.726988
34,-3.411093,3.728811
34,12.64703,3.730603
34,22.91467,3.73302
34,12.7957,3.735142
34,4.580924,3.737124
34,-1.545679,3.738949
34,13.31567,3.740832
34,0.339652,3.743024
34,2.768269,3.744958
34,0.767628,3.747026
34,12.12047,3.749089
34,3.99155,3.751301
34,-10.98821,3.753217
34,15.90448,3.7551
34,0.522786,3.757108
34,-14.15718,3.759502
34,-16.7292,3.761705
34,13.11885,3.763612
34,-0.046356,3.765825
34,-8.898883,3.768052
34,-4.530409,3.770048
34,12.97514,3.771949
34,5.240159,3.773744
34,24.97911,3.776269
34,8.4249,3.778735
34,-8.414274,3.780698
34,-14.61284,3.782715
34,-17.0119,3.785175
34,4.289882,3.787142
34,2.912029,3.789206
34,3.617815,3.791462
34,-1.07195,3.795787
34,9.807922,3.798132
34,11.92244,3.800037
34,9.333633,3.802064
34,-10.94034,3.803997
34,-11.98791,3.8064
34,-6.417495,3.809084
34,23.0588,3.811056
34,-6.955513,3.813015
32,-23.39216,3.815712
32,-15.61881,3.818008
32,6.701567,3.82045
32,7.931125,3.823805
32,-13.41203,3.827525
32,-12.62797,3.830586
30,11.80585,3.833594
30,16.26568,3.837464
30,-10.13101,3.839926
30,-16.40233,3.843734
30,8.506267,3.846712
30,14.82706,3.849183
30,-17.10018,3.851496
30,9.098293,3.853602
30,-7.632776,3.85561
30,16.63113,3.857577
30,-10.05166,3.860005
30,-6.279761,3.862005
30,12.58428,3.863959
30,-9.200228,3.865985
30,8.675357,3.867848
30,22.78727,3.869697
30,2.908387,3.871592
30,-12.71746,3.873421
30,27.05739,3.87575
30,19.52448,3.877736
30,-1.293084,3.879651
30,-0.486158,3.881839
30,-1.317564,3.884393
30,-11.08193,3.886413
30,17.6577,3.888358
30,-0.689322,3.890265
30,-10.38647,3.892756
27,-3.43801,3.896916
27,-3.199318,3.899237
27,-9.647179,3.901886
27,10.58258,3.905201
27,0.084144,3.908136
27,4.030546,3.910135
27,21.14373,3.912008
27,9.614442,3.91398
27,-13.81579,3.91636
27,14.30889,3.918762
27,19.07238,3.92084
27,6.374456,3.922788
27,-5.560566,3.924702
27,-25.71713,3.926719
27,11.54965,3.928712
27,-17.31874,3.930568
27,12.08373,3.932554
27,-18.58464,3.93442
27,7.477172,3.936379
27,14.69929,3.938199
27,-2.153519,3.940106
27,15.26867,3.942561
27,19.32278,3.944459
27,-10.19187,3.946271
27,8.906903,3.948441
27,6.220469,3.950915
27,-14.27146,3.952778
27,4.081903,3.954701
27,-5.824877,3.956598
27,7.632391,3.958912
27,11.80545,3.961192
27,-2.791542,3.963178
27,13.76669,3.965405
27,-22.69756,3.967844
27,0.111692,3.969864
27,20.09884,3.971789
27,27.61623,3.973715
27,11.09182,3.975934
27,-0.819654,3.977931
27,0.330943,3.981097
27,-4.420678,3.98406
27,-7.97461,3.989099
27,-7.912279,3.991591
27,-17.16508,3.993662
27,12.91489,3.995707
27,-18.62859,3.998326
27,13.40581,4.000366
27,12.19707,4.002577
27,-5.116079,4.006643
27,16.40281,4.009234
27,9.109043,4.011428
27,8.103254,4.01349
27,-2.078552,4.015613
27,6.189621,4.017869
27,13.20334,4.019928
27,14.17345,4.021731
27,-14.9172,4.023564
27,-7.626314,4.025745
27,17.96594,4.027537
27,4.660146,4.029405
27,3.984622,4.032073
27,-1.77823,4.034682
27,-11.96601,4.036594
27,-10.78891,4.038723
27,19.36826,4.040834
27,-5.932252,4.04289
27,-22.87518,4.044812
27,6.927268,4.046692
27,3.865053,4.048872
27,-0.393473,4.051052
27,14.20229,4.053018
27,-16.68821,4.054842
25,5.584573,4.056667
25,-9.974695,4.059013
25,3.060558,4.061401
25,-4.130227,4.064532
25,-7.366324,4.067726
25,-1.644442,4.069716
25,7.588428,4.071829
25,0.243084,4.073938
25,-11.8045,4.076598
25,20.50929,4.078503
25,13.80709,4.080371
25,-4.953351,4.082179
25,-1.119164,4.084476
25,20.94497,4.086439
25,-13.71653,4.088394
25,-11.79642,4.090311
25,-2.389167,4.092474
25,4.390764,4.094433
25,-1.975105,4.096368
25,-0.804069,4.098517
25,15.25986,4.100986
25,-12.30405,4.102993
25,21.02496,4.104911
25,-6.076342,4.106773
25,-4.210664,4.109036
25,-1.816838,4.111194
25,2.44739,4.115343
25,14.36361,4.117733
25,8.036612,4.119852
25,-18.64171,4.121878
25,-21.3956,4.123842
25,-14.71132,4.126041
25,10.52295,4.128044
25,3.475243,4.130989
25,29.06424,4.134731
25,-3.276947,4.138547
25,-11.63768,4.14072
25,-7.960245,4.142995
25,-12.68251,4.144941
25,-8.48176,4.146848
25,-12.81864,4.149346
25,11.79959,4.151594
25,-13.78251,4.153513
25,9.364642,4.155401
24,-14.27695,4.157281
24,-5.169937,4.15945
24,-17.05043,4.161688
24,-13.07184,4.165491
24,12.42101,4.168854
24,4.228285,4.179822
24,-0.079146,4.183123
24,7.281351,4.185706
24,12.49919,4.188403
24,7.77685,4.19046
24,12.2232,4.192681
24,-3.366367,4.194818
24,12.66875,4.196887
24,22.88767,4.198781
24,12.82843,4.201276
24,4.472359,4.203194
24,-1.612379,4.2052
24,13.27113,4.207223
24,0.384234,4.210288
24,2.777058,4.21237
24,0.664656,4.214846
24,12.02581,4.216897
24,3.951374,4.221062
24,-11.12289,4.223174
24,15.82926,4.225907
24,2.150056,4.227974
24,-13.95941,4.230063
24,-16.67623,4.232246
24,13.04026,4.234541
24,0.1571,4.23671
24,-8.723226,4.238749
24,-4.467706,4.240936
24,12.98693,4.243331
24,5.273871,4.245312
24,25.01189,4.247214
24,8.347656,4.249308
24,-8.412641,4.251664
24,-14.61172,4.253793
24,-16.9994,4.255773
24,4.240474,4.257669
24,2.899652,4.260094
24,3.617413,4.262176
24,-0.843785,4.264052
24,9.842333,4.266213
24,11.87237,4.268675
24,9.379428,4.270554
24,-11.01865,4.272432
24,-12.16335,4.275055
24,-6.394761,4.277718
24,23.03856,4.280026
24,-6.856195,4.283587
24,-23.27393,4.286652
24,-15.43072,4.290442
24,6.590237,4.293464
24,7.95469,4.296529
24,-13.29237,4.299545
24,-12.62998,4.302566
24,11.70734,4.304582
24,16.30831,4.307181
24,-10.14261,4.309919
24,-16.3703,4.312181
24,8.442477,4.314131
24,14.77021,4.316167
24,-16.88588,4.318354
24,9.005599,4.322898
24,-7.725936,4.325913
24,16.62672,4.328094
24,-9.85587,4.329929
24,-6.325727,4.332273
24,12.5554,4.334516
24,-8.978711,4.336703
24,8.620169,4.338665
24,22.7936,4.340797
24,2.82381,4.343429
24,-12.53904,4.345324
24,27.05887,4.347265
24,19.48073,4.349258
24,-1.198267,4.351614
24,-0.267447,4.353467
24,-1.179263,4.355386
24,-11.03657,4.357288
24,17.66986,4.359364
24,-0.618273,4.361311
24,-10.20252,4.363186
24,-3.310731,4.365256
24,-3.318085,4.367945
24,-9.537001,4.369967
24,10.53866,4.371906
24,0.194789,4.37404
24,3.978723,4.376647
24,21.09413,4.378606
24,9.632615,4.380808
24,-13.79137,4.382907
24,14.31917,4.38517
24,18.98128,4.387167
24,6.377598,4.388976
24,-5.333968,4.390933
24,-25.73573,4.39322
24,11.4997,4.395128
24,-17.36701,4.397088
24,12.04981,4.39912
24,-18.38356,4.401527
24,7.425879,4.403537
24,14.63006,4.405357
24,-2.114748,4.407261
24,15.18782,4.409476
24,19.36013,4.411417
24,-10.29617,4.41356
24,8.975819,4.415772
24,6.224139,4.418127
24,-14.25235,4.420297
24,4.084012,4.422236
24,-5.948799,4.42412
24,7.587382,4.426263
24,11.75585,4.428783
24,-2.674901,4.433084
24,13.6644,4.435143
24,-22.82324,4.437031
24,0.35756,4.440652
24,20.10459,4.443532
24,27.62754,4.445657
24,11.12393,4.448177
24,-0.946386,4.451092
24,0.399447,4.45296
24,-4.350118,4.454896
24,-7.960119,4.456725
24,-7.984916,4.458963
24,-17.25874,4.46238
24,12.80372,4.465663
24,-18.50206,4.468564
24,13.36443,4.471622
24,12.13427,4.474317
24,-5.176873,4.477334
24,16.35443,4.48013
24,9.142298,4.483147
24,8.131598,4.485758
24,-1.86575,4.487769
24,6.099073,4.489706
24,13.1524,4.492609
24,14.21322,4.494976
24,-14.99128,4.497063
24,-7.493926,4.499158
24,17.90265,4.501589
24,4.701548,4.503568
24,3.952331,4.505764
24,-1.873911,4.507806
24,-12.02404,4.510014
24,-10.81797,4.512343
24,19.28879,4.514836
24,-6.134728,4.516975
24,-22.91685,4.519002
24,6.922573,4.520935
24,3.920387,4.522736
24,-0.398684,4.524648
24,14.16948,4.527084
24,-16.61052,4.529181
24,5.634203,4.53372
24,-9.803271,4.535967
24,3.086177,4.537998
24,-4.115359,4.540028
24,-7.343551,4.542813
24,-1.647091,4.544762
24,4.338127,4.546632
24,0.259228,4.548403
24,-11.7605,4.551015
24,19.64783,4.552864
24,11.60116,4.554703
24,-4.940826,4.556572
24,-1.128453,4.559337
24,19.66924,4.561262
24,-13.67445,4.563023
24,-11.75083,4.565108
24,-2.36939,4.567788
24,5.176864,4.569695
24,-1.967636,4.571752
24,-0.807839,4.573663
24,18.12756,4.575891
24,-12.25952,4.577856
24,22.01724,4.579906
24,-6.049297,4.582089
24,-4.173632,4.584442
24,-1.8412,4.586447
24,2.853864,4.588342
24,11.76878,4.592278
24,6.718481,4.594171
24,-18.59425,4.595938
24,-21.36067,4.598166
24,-14.67238,4.600245
24,12.03507,4.60223
24,5.147956,4.604114
24,27.53016,4.605856
24,-3.268084,4.607634
24,-11.60692,4.609778
24,-7.94721,4.611551
24,-12.64486,4.613387
24,-8.455389,4.615441
24,-12.7972,4.617599
24,12.47214,4.619678
24,-13.75142,4.621648
24,11.29058,4.623632
24,-14.24377,4.625865
24,-5.139268,4.627831
24,-17.02447,4.629704
24,-13.03642,4.631862
24,8.961191,4.634166
24,4.261495,4.636186
24,-0.101216,4.640096
24,8.792997,4.64239
24,15.4674,4.644257
24,5.999672,4.646121
24,8.850657,4.64827
24,-3.343233,4.650074
24,10.67462,4.652856
24,23.00487,4.654795
24,10.88361,4.656634
24,7.982424,4.658967
24,-1.638548,4.660969
24,12.80933,4.662883
24,0.357567,4.665028
24,1.190511,4.667795
24,-0.882847,4.66985
24,12.35133,4.67192
24,5.402607,4.673851
24,-11.1103,4.676061
24,12.49008,4.67847
24,4.268652,4.68067
24,-13.94118,4.682669
24,-16.65017,4.684522
24,10.25091,4.686366
24,0.159935,4.68827
24,-8.699082,4.690041
24,-4.459433,4.692415
24,12.23107,4.69428
24,8.665464,4.696046
24,21.4843,4.698211
24,5.980396,4.701015
24,-8.384139,4.702941
24,-14.58137,4.704843
24,-16.95626,4.70672
24,5.528935,4.70916
24,4.868418,4.711152
24,5.037825,4.712985
23,-0.843709,4.715149
23,7.18052,4.717584
23,10.19771,4.71996
23,8.110234,4.723277
23,-11.00484,4.726646
23,-12.13539,4.728512
23,-6.394054,4.730412
23,23.95865,4.732568
23,-6.828219,4.734929
23,-23.22717,4.737866
23,-15.38543,4.740806
23,8.475961,4.745
23,7.235651,4.749542
23,-13.2826,4.751561
23,-12.61689,4.753373
23,14.39775,4.755166
22,15.57244,4.757116
22,-10.12536,4.759319
22,-16.33459,4.761454
22,4.814709,4.7644
22,16.13056,4.768034
22,-16.84829,4.769934
22,7.828726,4.772017
22,-7.706806,4.774002
22,16.70724,4.776406
22,-9.808383,4.77839
22,-6.316248,4.78042
22,11.03773,4.782623
22,-8.942945,4.785014
